Club name,Abbreviation,Arena Name,Arena Location,Seating Capacity,opening year,Latitude,Longitude,Year,Metro GDP in $Millon,Metro Population in thousands
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2015,79284,1165
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2016,84554,1185
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2017,88992,1205
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2018,96992,1219
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2019,103150,1231
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2020,103913,1260
Utah Jazz,UTAH,Vivint Smart Home Arena,"Salt Lake City, Utah","18,306",1991,40.76943,-111.8826986,2021,109836,1263
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2014,469123,6036
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2015,488987,6099
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2016,508569,6155
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2017,525176,6218
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2018,547123,6256
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2019,566892,6297
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2020,561028,6386
Washington Wizards,WSH,Capital One Arena,"D.C., Washington","20,356",1997,38.8980801,-77.0209389,2021,593007,6356
